corr_method,x,divkFa,CdivkF4
FN-DMC,0.3684210526315789,0.52,0.07439640938867435
FN-DMC,0.3684210526315789,0.53,0.07569475872623226
FN-DMC,0.3684210526315789,0.54,0.07700056885689495
FN-DMC,0.3684210526315789,0.55,0.07831354043555361
FN-DMC,0.3684210526315789,0.56,0.0796333871945489
FN-DMC,0.3684210526315789,0.5700000000000001,0.0809598368919161
FN-DMC,0.3684210526315789,0.58,0.0822926321933851
FN-DMC,0.3684210526315789,0.59,0.08363153148410762
FN-DMC,0.3684210526315789,0.6,0.08497630960652218
FN-DMC,0.3684210526315789,0.61,0.08632675852122648
FN-DMC,0.3684210526315789,0.62,0.08768268788820018
FN-DMC,0.3684210526315789,0.63,0.08904392556620823
FN-DMC,0.3684210526315789,0.64,0.09041031802871047
FN-DMC,0.3684210526315789,0.65,0.09178173069510348
FN-DMC,0.3684210526315789,0.66,0.09315804817662268
FN-DMC,0.3684210526315789,0.67,0.09453917443673322
FN-DMC,0.3684210526315789,0.68,0.09592503286633099
FN-DMC,0.3684210526315789,0.6900000000000001,0.09731556627456123
FN-DMC,0.3684210526315789,0.7000000000000001,0.09871073679653347
FN-DMC,0.3684210526315789,0.71,0.10011052571966858
FN-DMC,0.3684210526315789,0.72,0.10151493323085062
FN-DMC,0.3684210526315789,0.73,0.10292397808697325
FN-DMC,0.47368421052631576,0.0,0.030959998516469318
FN-DMC,0.47368421052631576,0.01,0.03166381572468029
FN-DMC,0.47368421052631576,0.02,0.03238983824873643
FN-DMC,0.47368421052631576,0.03,0.03313833025411228
FN-DMC,0.47368421052631576,0.04,0.03390954436707123
FN-DMC,0.47368421052631576,0.05,0.034703720168875685
FN-DMC,0.47368421052631576,0.06,0.03552108270400807
FN-DMC,0.47368421052631576,0.07,0.03636184101075051
FN-DMC,0.47368421052631576,0.08,0.03722618668258303
FN-DMC,0.47368421052631576,0.09,0.03811429246891868
FN-DMC,0.47368421052631576,0.1,0.03902631092369766
FN-DMC,0.47368421052631576,0.11,0.03996237311030744
FN-DMC,0.47368421052631576,0.12,0.040922587371184496
FN-DMC,0.47368421052631576,0.13,0.04190703817028129
FN-DMC,0.47368421052631576,0.14,0.042915785016351855
FN-DMC,0.47368421052631576,0.15,0.0439488614747203
FN-DMC,0.47368421052631576,0.16,0.0450062742748483
FN-DMC,0.47368421052631576,0.17,0.04608800252061419
FN-DMC,0.47368421052631576,0.18,0.04719399700975579
FN-DMC,0.47368421052631576,0.19,0.04832417966841725
FN-DMC,0.47368421052631576,0.2,0.049478443106176564
FN-DMC,0.47368421052631576,0.21,0.05065665029632131
FN-DMC,0.47368421052631576,0.22,0.051858634385485707
FN-DMC,0.47368421052631576,0.23,0.05308419863606946
FN-DMC,0.47368421052631576,0.24,0.05433311650413045
FN-DMC,0.47368421052631576,0.25,0.05560513185468467
FN-DMC,0.47368421052631576,0.26,0.05689995931556247
FN-DMC,0.47368421052631576,0.27,0.05821728477016695
FN-DMC,0.47368421052631576,0.28,0.05955676598866123
FN-DMC,0.47368421052631576,0.29,0.0609180333962851
FN-DMC,0.47368421052631576,0.3,0.062300690976672124
FN-DMC,0.47368421052631576,0.31,0.06370431730721182
FN-DMC,0.47368421052631576,0.32,0.0651284667226864
FN-DMC,0.47368421052631576,0.33,0.06657267060260984
FN-DMC,0.47368421052631576,0.34,0.06803643877691842
FN-DMC,0.47368421052631576,0.35000000000000003,0.06951926104391182
FN-DMC,0.47368421052631576,0.36,0.0710206087936238
FN-DMC,0.47368421052631576,0.37,0.0725399367291251
FN-DMC,0.47368421052631576,0.38,0.07407668467762452
FN-DMC,0.47368421052631576,0.39,0.07563027948264989
FN-DMC,0.47368421052631576,0.4,0.0772001369680585
FN-DMC,0.47368421052631576,0.41000000000000003,0.07878566396415229
FN-DMC,0.47368421052631576,0.42,0.08038626038576227
FN-DMC,0.47368421052631576,0.43,0.08200132135181748
FN-DMC,0.47368421052631576,0.44,0.0836302393356367
FN-DMC,0.47368421052631576,0.45,0.08527240633496941
FN-DMC,0.47368421052631576,0.46,0.08692721605067621
FN-DMC,0.47368421052631576,0.47000000000000003,0.0885940660628729
FN-DMC,0.47368421052631576,0.48,0.09027235999337044
FN-DMC,0.47368421052631576,0.49,0.09196150964332458
FN-DMC,0.47368421052631576,0.5,0.09366093709516245
FN-DMC,0.47368421052631576,0.51,0.0953700767680782
FN-DMC,0.47368421052631576,0.52,0.09708837741668509
FN-DMC,0.47368421052631576,0.53,0.09881530406277138
FN-DMC,0.47368421052631576,0.54,0.1005503398505357
FN-DMC,0.47368421052631576,0.55,0.10229298781616226
FN-DMC,0.47368421052631576,0.56,0.10404277256314165
FN-DMC,0.47368421052631576,0.5700000000000001,0.10579924183533891
FN-DMC,0.47368421052631576,0.58,0.1075619679804562
FN-DMC,0.47368421052631576,0.59,0.10933054929722501
FN-DMC,0.47368421052631576,0.6,0.1111046112603885
FN-DMC,0.47368421052631576,0.61,0.11288380761829374
FN-DMC,0.47368421052631576,0.62,0.11466782135869714
FN-DMC,0.47368421052631576,0.63,0.11645636553919225
FN-DMC,0.47368421052631576,0.64,0.11824918397948848
FN-DMC,0.47368421052631576,0.65,0.12004605181359768
FN-DMC,0.47368421052631576,0.66,0.12184677590081557
FN-DMC,0.47368421052631576,0.67,0.12365119509521263
FN-DMC,0.47368421052631576,0.68,0.12545918037416556
FN-DMC,0.47368421052631576,0.6900000000000001,0.12727063482726253
FN-DMC,0.47368421052631576,0.7000000000000001,0.12908549350769735
FN-DMC,0.47368421052631576,0.71,0.13090372314902157
FN-DMC,0.47368421052631576,0.72,0.1327253217508479
FN-DMC,0.47368421052631576,0.73,0.1345503180377868
FN-DMC,0.5757575757575758,0.0,0.0366204835579188
FN-DMC,0.5757575757575758,0.01,0.03747634149709921
FN-DMC,0.5757575757575758,0.02,0.038361067910045954
FN-DMC,0.5757575757575758,0.03,0.03927505971301334
FN-DMC,0.5757575757575758,0.04,0.040218696613402126
FN-DMC,0.5757575757575758,0.05,0.04119233887804673
FN-DMC,0.5757575757575758,0.06,0.04219632512256999
FN-DMC,0.5757575757575758,0.07,0.04323097013415714
FN-DMC,0.5757575757575758,0.08,0.04429656274026339
FN-DMC,0.5757575757575758,0.09,0.04539336373585567
FN-DMC,0.5757575757575758,0.1,0.04652160388179089
FN-DMC,0.5757575757575758,0.11,0.04768148198685194
FN-DMC,0.5757575757575758,0.12,0.04887316308579419
FN-DMC,0.5757575757575758,0.13,0.05009677672550108
FN-DMC,0.5757575757575758,0.14,0.05135241537100405
FN-DMC,0.5757575757575758,0.15,0.05264013294269375
FN-DMC,0.5757575757575758,0.16,0.053959943495533354
FN-DMC,0.5757575757575758,0.17,0.05531182005048644
FN-DMC,0.5757575757575758,0.18,0.056695693587690145
FN-DMC,0.5757575757575758,0.19,0.05811145221014651
FN-DMC,0.5757575757575758,0.2,0.059558940485870425
FN-DMC,0.5757575757575758,0.21,0.061037958975531006
FN-DMC,0.5757575757575758,0.22,0.06254826395165534
FN-DMC,0.5757575757575758,0.23,0.06408956731443845
FN-DMC,0.5757575757575758,0.24,0.06566153670812554
FN-DMC,0.5757575757575758,0.25,0.0672637958408116
FN-DMC,0.5757575757575758,0.26,0.06889592500934243
FN-DMC,0.5757575757575758,0.27,0.07055746182981361
FN-DMC,0.5757575757575758,0.28,0.07224790217295352
FN-DMC,0.5757575757575758,0.29,0.07396670130245406
FN-DMC,0.5757575757575758,0.3,0.07571327521308743
FN-DMC,0.5757575757575758,0.31,0.07748700216422491
FN-DMC,0.5757575757575758,0.32,0.07928722440316918
FN-DMC,0.5757575757575758,0.33,0.08111325007152662
FN-DMC,0.5757575757575758,0.34,0.08296435528669605
FN-DMC,0.5757575757575758,0.35000000000000003,0.08483978638944009
FN-DMC,0.5757575757575758,0.36,0.08673876234744383
FN-DMC,0.5757575757575758,0.37,0.08866047730376415
FN-DMC,0.5757575757575758,0.38,0.09060410325813327
FN-DMC,0.5757575757575758,0.39,0.09256879286821704
FN-DMC,0.5757575757575758,0.4,0.09455368235714202
FN-DMC,0.5757575757575758,0.41000000000000003,0.0965578945129056
FN-DMC,0.5757575757575758,0.42,0.09858054176467562
FN-DMC,0.5757575757575758,0.43,0.10062072932047257
FN-DMC,0.5757575757575758,0.44,0.10267755835031567
FN-DMC,0.5757575757575758,0.45,0.10475012919860431
FN-DMC,0.5757575757575758,0.46,0.10683754460930442
FN-DMC,0.5757575757575758,0.47000000000000003,0.1089389129474118
FN-DMC,0.5757575757575758,0.48,0.11105335140017879
FN-DMC,0.5757575757575758,0.49,0.11317998914170964
FN-DMC,0.5757575757575758,0.5,0.11531797044475907
FN-DMC,0.5757575757575758,0.51,0.11746645772390042
FN-DMC,0.5757575757575758,0.52,0.11962463449466708
FN-DMC,0.5757575757575758,0.53,0.12179170823380396
FN-DMC,0.5757575757575758,0.54,0.1239669131263981
FN-DMC,0.5757575757575758,0.55,0.12614951268637567
FN-DMC,0.5757575757575758,0.56,0.1283388022376586
FN-DMC,0.5757575757575758,0.5700000000000001,0.13053411124415482
FN-DMC,0.5757575757575758,0.58,0.13273480547771166
FN-DMC,0.5757575757575758,0.59,0.1349402890141781
FN-DMC,0.5757575757575758,0.6,0.1371500060487942
FN-DMC,0.5757575757575758,0.61,0.1393634425232491
FN-DMC,0.5757575757575758,0.62,0.1415801275579062
FN-DMC,0.5757575757575758,0.63,0.1437996346838869
FN-DMC,0.5757575757575758,0.64,0.1460215828709142
FN-DMC,0.5757575757575758,0.65,0.1482456373480429
FN-DMC,0.5757575757575758,0.66,0.15047151021562935
FN-DMC,0.5757575757575758,0.67,0.15269896084811793
FN-DMC,0.5757575757575758,0.68,0.15492779608842758
FN-DMC,0.5757575757575758,0.6900000000000001,0.15715787023590813
FN-DMC,0.5757575757575758,0.7000000000000001,0.15938908483099087
FN-DMC,0.5757575757575758,0.71,0.1616213882407729
FN-DMC,0.5757575757575758,0.72,0.1638547750508459
FN-DMC,0.5757575757575758,0.73,0.16608928526969627
FN-DMC,0.7037037037037037,0.0,0.043146761814545194
FN-DMC,0.7037037037037037,0.01,0.04419202455128955
FN-DMC,0.7037037037037037,0.02,0.0452754618985079
FN-DMC,0.7037037037037037,0.03,0.046397676322228576
FN-DMC,0.7037037037037037,0.04,0.047559244350345274
FN-DMC,0.7037037037037037,0.05,0.04876071322869777
FN-DMC,0.7037037037037037,0.06,0.05000259760915309
FN-DMC,0.7037037037037037,0.07,0.05128537628816406
FN-DMC,0.7037037037037037,0.08,0.05260948901452361
FN-DMC,0.7037037037037037,0.09,0.053975333385158204
FN-DMC,0.7037037037037037,0.1,0.05538326184780498
FN-DMC,0.7037037037037037,0.11,0.05683357882929235
FN-DMC,0.7037037037037037,0.12,0.05832653800789058
FN-DMC,0.7037037037037037,0.13,0.059862339747815185
FN-DMC,0.7037037037037037,0.14,0.06144112871345174
FN-DMC,0.7037037037037037,0.15,0.06306299168022743
FN-DMC,0.7037037037037037,0.16,0.06472795555828131
FN-DMC,0.7037037037037037,0.17,0.06643598564418893
FN-DMC,0.7037037037037037,0.18,0.06818698411497584
FN-DMC,0.7037037037037037,0.19,0.06998078877752043
FN-DMC,0.7037037037037037,0.2,0.07181717208519732
FN-DMC,0.7037037037037037,0.21,0.07369584043226364
FN-DMC,0.7037037037037037,0.22,0.07561643373504227
FN-DMC,0.7037037037037037,0.23,0.07757852530742328
FN-DMC,0.7037037037037037,0.24,0.07958162203659273
FN-DMC,0.7037037037037037,0.25,0.08162516486322109
FN-DMC,0.7037037037037037,0.26,0.08370852956860837
FN-DMC,0.7037037037037037,0.27,0.08583102786950729
FN-DMC,0.7037037037037037,0.28,0.08799190881953593
FN-DMC,0.7037037037037037,0.29,0.09019036051426493
FN-DMC,0.7037037037037037,0.3,0.09242551209523073
FN-DMC,0.7037037037037037,0.31,0.09469643604630283
FN-DMC,0.7037037037037037,0.32,0.0970021507740295
FN-DMC,0.7037037037037037,0.33,0.09934162346181735
FN-DMC,0.7037037037037037,0.34,0.10171377318608182
FN-DMC,0.7037037037037037,0.35000000000000003,0.10411747428084567
FN-DMC,0.7037037037037037,0.36,0.10655155993567769
FN-DMC,0.7037037037037037,0.37,0.10901482601036716
FN-DMC,0.7037037037037037,0.38,0.11150603504832637
FN-DMC,0.7037037037037037,0.39,0.11402392046942358
FN-DMC,0.7037037037037037,0.4,0.11656719092177521
FN-DMC,0.7037037037037037,0.41000000000000003,0.11913453477098003
FN-DMC,0.7037037037037037,0.42,0.12172462470437143
FN-DMC,0.7037037037037037,0.43,0.12433612242709695
FN-DMC,0.7037037037037037,0.44,0.12696768342621995
FN-DMC,0.7037037037037037,0.45,0.12961796177857646
FN-DMC,0.7037037037037037,0.46,0.13228561497781857
FN-DMC,0.7037037037037037,0.47000000000000003,0.1349693087559324
FN-DMC,0.7037037037037037,0.48,0.13766772187453863
FN-DMC,0.7037037037037037,0.49,0.14037955086146528
FN-DMC,0.7037037037037037,0.5,0.1431035146684227
FN-DMC,0.7037037037037037,0.51,0.14583835922610994
FN-DMC,0.7037037037037037,0.52,0.1485828618737344
FN-DMC,0.7037037037037037,0.53,0.15133583564072495
FN-DMC,0.7037037037037037,0.54,0.1540961333593641
FN-DMC,0.7037037037037037,0.55,0.15686265158813836
FN-DMC,0.7037037037037037,0.56,0.15963433432681193
FN-DMC,0.7037037037037037,0.5700000000000001,0.16241017650554462
FN-DMC,0.7037037037037037,0.58,0.16518922723180457
FN-DMC,0.7037037037037037,0.59,0.16797059278034362
FN-DMC,0.7037037037037037,0.6,0.17075343931310935
FN-DMC,0.7037037037037037,0.61,0.17353699531764355
FN-DMC,0.7037037037037037,0.62,0.1763205537542487
FN-DMC,0.7037037037037037,0.63,0.17910347390398623
FN-DMC,0.7037037037037037,0.64,0.18188518291137779
FN-DMC,0.7037037037037037,0.65,0.1846651770175144
FN-DMC,0.7037037037037037,0.66,0.18744302248110908
FN-DMC,0.7037037037037037,0.67,0.19021835618685948
FN-DMC,0.7037037037037037,0.68,0.19299088594228828
FN-DMC,0.7037037037037037,0.6900000000000001,0.19576039046600444
FN-DMC,0.7037037037037037,0.7000000000000001,0.19852671907205197
FN-DMC,0.7037037037037037,0.71,0.2012897910566806
FN-DMC,0.7037037037037037,0.72,0.20404959479547335
FN-DMC,0.7037037037037037,0.73,0.20680618656028432
FN-DMC,0.8181818181818182,0.0,0.0484353212707055
FN-DMC,0.8181818181818182,0.01,0.049648635761741784
FN-DMC,0.8181818181818182,0.02,0.05090935413005571
FN-DMC,0.8181818181818182,0.03,0.05221829993996337
FN-DMC,0.8181818181818182,0.04,0.05357626147073206
FN-DMC,0.8181818181818182,0.05,0.05498398718649545
FN-DMC,0.8181818181818182,0.06,0.056442181249934796
FN-DMC,0.8181818181818182,0.07,0.057951499104727765
FN-DMC,0.8181818181818182,0.08,0.05951254315209181
FN-DMC,0.8181818181818182,0.09,0.061125858546915005
FN-DMC,0.8181818181818182,0.1,0.06279192913896638
FN-DMC,0.8181818181818182,0.11,0.06451117358450655
FN-DMC,0.8181818181818182,0.12,0.06628394165327443
FN-DMC,0.8181818181818182,0.13,0.06811051075530523
FN-DMC,0.8181818181818182,0.14,0.06999108271133628
FN-DMC,0.8181818181818182,0.15,0.07192578078968574
FN-DMC,0.8181818181818182,0.16,0.0739146470314413
FN-DMC,0.8181818181818182,0.17,0.07595763988458144
FN-DMC,0.8181818181818182,0.18,0.07805463216626998
FN-DMC,0.8181818181818182,0.19,0.08020540937102773
FN-DMC,0.8181818181818182,0.2,0.0824096683407959
FN-DMC,0.8181818181818182,0.21,0.08466701631107874
FN-DMC,0.8181818181818182,0.22,0.08697697034539459
FN-DMC,0.8181818181818182,0.23,0.08933895716818845
FN-DMC,0.8181818181818182,0.24,0.09175231340418087
FN-DMC,0.8181818181818182,0.25,0.09421628622985613
FN-DMC,0.8181818181818182,0.26,0.09673003444044859
FN-DMC,0.8181818181818182,0.27,0.09929262993338211
FN-DMC,0.8181818181818182,0.28,0.10190305960667012
FN-DMC,0.8181818181818182,0.29,0.10456022766831366
FN-DMC,0.8181818181818182,0.3,0.10726295835025595
FN-DMC,0.8181818181818182,0.31,0.1100099990179844
FN-DMC,0.8181818181818182,0.32,0.11280002366443324
FN-DMC,0.8181818181818182,0.33,0.1156316367744484
FN-DMC,0.8181818181818182,0.34,0.11850337754375127
FN-DMC,0.8181818181818182,0.35000000000000003,0.12141372443409516
FN-DMC,0.8181818181818182,0.36,0.12436110004416506
FN-DMC,0.8181818181818182,0.37,0.12734387627374716
FN-DMC,0.8181818181818182,0.38,0.13036037975679937
FN-DMC,0.8181818181818182,0.39,0.1334088975373089
FN-DMC,0.8181818181818182,0.4,0.13648768296023733
FN-DMC,0.8181818181818182,0.41000000000000003,0.13959496174843988
FN-DMC,0.8181818181818182,0.42,0.14272893823522095
FN-DMC,0.8181818181818182,0.43,0.1458878017211498
FN-DMC,0.8181818181818182,0.44,0.14906973292293335
FN-DMC,0.8181818181818182,0.45,0.15227291048151684
FN-DMC,0.8181818181818182,0.46,0.15549551749617752
FN-DMC,0.8181818181818182,0.47000000000000003,0.1587357480511826
FN-DMC,0.8181818181818182,0.48,0.16199181370161203
FN-DMC,0.8181818181818182,0.49,0.16526194988519136
FN-DMC,0.8181818181818182,0.5,0.1685444222274416
FN-DMC,0.8181818181818182,0.51,0.17183753270813032
FN-DMC,0.8181818181818182,0.52,0.17513962565788832
FN-DMC,0.8181818181818182,0.53,0.17844909355494012
FN-DMC,0.8181818181818182,0.54,0.1817643825931724
FN-DMC,0.8181818181818182,0.55,0.18508399799421954
FN-DMC,0.8181818181818182,0.56,0.1884065090378738
FN-DMC,0.8181818181818182,0.5700000000000001,0.19173055378691087
FN-DMC,0.8181818181818182,0.58,0.19505484348435204
FN-DMC,0.8181818181818182,0.59,0.19837816660323862
FN-DMC,0.8181818181818182,0.6,0.20169939253116528
FN-DMC,0.8181818181818182,0.61,0.20501747487408584
FN-DMC,0.8181818181818182,0.62,0.2083314543662476
FN-DMC,0.8181818181818182,0.63,0.21164046137551834
FN-DMC,0.8181818181818182,0.64,0.21494371799581885
FN-DMC,0.8181818181818182,0.65,0.21824053972084737
FN-DMC,0.8181818181818182,0.66,0.22153033669576425
FN-DMC,0.8181818181818182,0.67,0.2248126145459762
FN-DMC,0.8181818181818182,0.68,0.2280869747845992
FN-DMC,0.8181818181818182,0.6900000000000001,0.23135311480257612
FN-DMC,0.8181818181818182,0.7000000000000001,0.23461082744775927
FN-DMC,0.8181818181818182,0.71,0.23786000020152065
FN-DMC,0.8181818181818182,0.72,0.24110061396361937
FN-DMC,0.8181818181818182,0.73,0.24433274145810588
FN-DMC,1.0,0.0,0.05573923933894519
FN-DMC,1.0,0.01,0.057216136084467926
FN-DMC,1.0,0.02,0.05875685300790122
FN-DMC,1.0,0.03,0.06036263751070074
FN-DMC,1.0,0.04,0.06203468386949303
FN-DMC,1.0,0.05,0.06377412645072347
FN-DMC,1.0,0.06,0.0655820329916333
FN-DMC,1.0,0.07,0.06745939798496091
FN-DMC,1.0,0.08,0.06940713620524308
FN-DMC,1.0,0.09,0.07142607641483623
FN-DMC,1.0,0.1,0.07351695528777079
FN-DMC,1.0,0.11,0.07568041158929234
FN-DMC,1.0,0.12,0.07791698064842215
FN-DMC,1.0,0.13,0.0802270891600872
FN-DMC,1.0,0.14,0.08261105035232241
FN-DMC,1.0,0.15,0.08506905955274008
FN-DMC,1.0,0.16,0.08760119018689183
FN-DMC,1.0,0.17,0.09020739023932955
FN-DMC,1.0,0.18,0.0928874792061031
FN-DMC,1.0,0.19,0.09564114556513226
FN-DMC,1.0,0.2,0.09846794478836285
FN-DMC,1.0,0.21,0.10136729791688394
FN-DMC,1.0,0.22,0.1043384907172526
FN-DMC,1.0,0.23,0.10738067343417003
FN-DMC,1.0,0.24,0.1104928611513925
FN-DMC,1.0,0.25,0.1136739347693666
FN-DMC,1.0,0.26,0.11692264260457179
FN-DMC,1.0,0.27,0.12023760261195951
FN-DMC,1.0,0.28,0.12361730522822119
FN-DMC,1.0,0.29,0.12706011682992363
FN-DMC,1.0,0.3,0.13056428379684612
FN-DMC,1.0,0.31,0.13412793716716573
FN-DMC,1.0,0.32,0.13774909786749465
FN-DMC,1.0,0.33,0.1414256824971982
FN-DMC,1.0,0.34,0.14515550964295065
FN-DMC,1.0,0.35000000000000003,0.14893630669613211
FN-DMC,1.0,0.36,0.15276571714246992
FN-DMC,1.0,0.37,0.15664130829030287
FN-DMC,1.0,0.38,0.16056057940101603
FN-DMC,1.0,0.39,0.16452097018258688
FN-DMC,1.0,0.4,0.16851986960481483
FN-DMC,1.0,0.41000000000000003,0.1725546249926972
FN-DMC,1.0,0.42,0.17662255135258167
FN-DMC,1.0,0.43,0.18072094088418136
FN-DMC,1.0,0.44,0.18484707263029784
FN-DMC,1.0,0.45,0.1889982222151698
FN-DMC,1.0,0.46,0.1931716716217551
FN-DMC,1.0,0.47000000000000003,0.19736471895796923
FN-DMC,1.0,0.48,0.20157468816194749
FN-DMC,1.0,0.49,0.20579893859676443
FN-DMC,1.0,0.5,0.2100348744857384
FN-DMC,1.0,0.51,0.21427995414045833
FN-DMC,1.0,0.52,0.21853169893499128
FN-DMC,1.0,0.53,0.22278770198134676
FN-DMC,1.0,0.54,0.2270456364631832
FN-DMC,1.0,0.55,0.231303263586918
FN-DMC,1.0,0.56,0.23555844011183544
FN-DMC,1.0,0.5700000000000001,0.23980912542345495
FN-DMC,1.0,0.58,0.244053388117305
FN-DMC,1.0,0.59,0.24828941206332183
FN-DMC,1.0,0.6,0.2525155019243354
FN-DMC,1.0,0.61,0.2567300881054934
FN-DMC,1.0,0.62,0.26093173111497636
FN-DMC,1.0,0.63,0.2651191253199546
FN-DMC,1.0,0.64,0.26929110208539875
FN-DMC,1.0,0.65,0.27344663228705157
FN-DMC,1.0,0.66,0.2775848281935787
FN-DMC,1.0,0.67,0.28170494471660745
FN-DMC,1.0,0.68,0.28580638003101083
FN-DMC,1.0,0.6900000000000001,0.28988867557137543
FN-DMC,1.0,0.7000000000000001,0.29395151541407855
FN-DMC,1.0,0.71,0.2979947250577695
FN-DMC,1.0,0.72,0.3020182696182835
FN-DMC,1.0,0.73,0.30602225145708606
